company,source_type,source_name,publish_date,risk_label,trigger_terms,clean_text
Meta,news,zoomnews.in,2025-10-23 07:00:00,2,"layoff,restructuring",meta ai layoffs meta lays off employees from ai team amid restructuring drive zoomnews in
Meta,news,Reuters,2023-03-14 07:00:00,2,layoff,meta to cut jobs in second round of layoffs reuters
Meta,news,Business Insider,2023-08-01 07:00:00,2,layoff,meta hiring bain preceded layoffs and zukerberg s efficiency push business insider
Meta,news,Business Today,2025-01-15 08:00:00,2,layoff,meta layoffs whatsapp instagram parent company to fire underperforming employees business today
Meta,news,Al Jazeera,2023-03-14 07:00:00,2,layoff,facebook owner meta to cut jobs in second round of layoffs al jazeera
Meta,news,Investopedia,2023-10-25 07:00:00,1,cost cutting,meta s strong ad revenue and cost cutting drive earnings outperformance investopedia
Meta,news,Bloomberg.com,2024-02-02 08:00:00,2,job cuts,meta s stock price bounce shows how big ticket job cuts can pay off bloomberg com
Meta,news,The Guardian,2023-05-24 07:00:00,2,"layoff,mass layoff",facebook owner meta begins final round of mass layoffs the guardian
Meta,news,Fortune,2023-04-20 07:00:00,2,layoff,meta employees says zuckerberg layoffs shattered morale fortune
Meta,news,IT Pro,2024-10-17 07:00:00,2,layoff,meta layoffs hit staff at whatsapp instagram and reality labs divisions it pro
Meta,news,Business Insider,2023-03-10 08:00:00,2,layoff,meta s second round of layoffs is coming down next week and expected to be bloodbath business insider
Meta,news,London Evening Standard,2023-04-20 07:00:00,1,cost cutting,meta to axe hundreds of jobs in london in fresh cost cutting measures london evening standard
Starbucks,news,king5.com,2025-12-19 04:20:00,2,strike,starbucks workers protest at seattle headquarters as strike expands king com
Starbucks,news,BBC,2025-12-09 08:00:00,1,union,starbucks workers and unions in countries to protest in support of us baristas bbc
Starbucks,news,Oklahoma City Free Press,2025-12-22 20:39:42,2,strike,starbucks workers strike shut down okc store over contract oklahoma city free press
Starbucks,news,Starbucks Workers United,2025-12-18 21:32:27,2,"strike,union",red cup rebellion solidarity surges new union baristas join historic ulp strike amid holiday rush starbucks workers united
Starbucks,news,Retail TouchPoints,2025-12-19 16:14:00,2,strike,starbucks baristas take strike to company s seattle hq as labor and political support expands retail touchpoints
Starbucks,news,Reno Gazette Journal,2025-12-20 01:27:00,2,strike,nevada starbucks store closes as barista strike extends for days reno gazette journal
Starbucks,news,People's World,2025-12-19 14:24:18,2,strike,hollywood labor adds star power to the starbucks workers strike people s world
Starbucks,news,The Guardian,2025-11-19 08:00:00,2,strike,no contract no coffee what to know about the starbucks workers strike in us cities the guardian
Starbucks,news,MySaline,2025-12-22 19:09:18,2,strike,video saline county starbucks baristas strike during national red cup rebellion mysaline
Starbucks,news,Labor Notes |,2025-12-05 08:00:00,2,strike,red cups raised in rebellion starbucks strike spreads labor notes
Starbucks,news,Real Change News,2025-12-05 08:00:00,2,strike,starbucks baristas go on nationwide strike as bargaining stalls real change news
Starbucks,news,Reuters,2025-11-28 08:00:00,2,"strike,union",starbucks workers union expands strike to more stores on black friday reuters
Starbucks,news,ColaDaily.com,2025-12-19 23:30:00,2,strike,columbia starbucks workers join nationwide strike coladaily com
Starbucks,news,Starbucks Workers United,2025-11-13 17:03:53,2,strike,our strike starbucks workers united
Starbucks,news,king5.com,2025-12-18 20:10:00,1,union,starbucks union workers rally in seattle king com
Starbucks,news,king5.com,2025-12-19 04:16:00,2,strike,starbucks workers protest at seattle headquarters as strike expands king com
Starbucks,news,WOSU Public Media,2025-12-04 08:00:00,1,working conditions,columbus starbucks workers picket over wages working conditions and lack of contract wosu public media
Starbucks,news,The Seattle Times,2025-12-01 08:00:00,2,"strike,union",starbucks union says strike is longest in company history the seattle times
Starbucks,news,facebook.com,2025-12-18 01:54:00,2,"strike,union",days strong on a national ulp strike starbucks baristas are standing firm growing louder and demanding what should ve been settled long ago a fair union contract starbucks it s past time nocontractnocoffee facebook com
Starbucks,news,CT Insider,2025-12-18 23:33:25,2,strike,why workers at two starbucks stores in danbury and west hartford have gone on strike ct insider
Starbucks,news,Post and Courier,2025-12-18 18:45:00,2,"strike,union",columbia starbucks workers join nationwide strike as union coffee chain fight over contract post and courier
Starbucks,news,Reuters,2025-12-11 08:00:00,2,"strike,union",starbucks workers union takes month long strike to more cities reuters
Starbucks,news,Anadolu Ajansı,2025-11-13 08:00:00,2,strike,starbucks workers go on nationwide strike in us over unfair labor practices anadolu ajans
Starbucks,news,Starbucks Workers United,2025-11-20 08:00:00,2,"strike,union",union starbucks baristas unfair labor practice strike grows as workers in new cities join historic action starbucks workers united
Starbucks,news,The Saline Courier,2025-12-22 14:50:00,2,strike,benton starbucks strike spreads to little rock store as workers cite pay hours concerns the saline courier
Starbucks,news,Reuters,2025-11-13 08:00:00,1,union,starbucks union baristas walk out on red cup day in push for contract talks reuters
Starbucks,news,Starbucks Workers United,2025-11-05 20:29:12,2,"strike,union",with yes vote union starbucks baristas overwhelmingly authorize ulp strike starbucks workers united
Starbucks,news,fox40.com,2025-12-05 08:00:00,2,"strike,union",starbucks union strike reaches days longest in company s history fox com
Starbucks,news,Forbes,2025-12-12 08:00:00,2,strike,starbucks strike drags into second month as deadlock deepens and global support grows forbes
Starbucks,news,Indiana Daily Student,2025-11-29 08:00:00,2,strike,no contract no coffee bloomington starbucks workers join national strike indiana daily student
Starbucks,news,Times Union,2025-12-15 22:50:20,2,"strike,union",ulster baristas rally for contract amid national starbucks strike times union
Starbucks,news,CBC,2025-11-14 08:00:00,2,strike,some starbucks workers in the u s are on strike here s why cbc
Starbucks,news,WFSB,2025-12-12 08:00:00,2,strike,starbucks workers in west hartford to join national strike over labor practices wfsb
Starbucks,news,Chambana Today,2025-12-18 17:01:47,2,strike,urbana starbucks baristas join nationwide unfair labor practice strike chambana today
Starbucks,news,KUOW,2025-11-13 08:00:00,2,"strike,union",unionized starbucks workers strike in seattle across the country kuow
Starbucks,news,FFXnow,2025-12-04 08:00:00,2,strike,merrifield starbucks workers begin picketing as nationwide strike continues ffxnow
Starbucks,news,GoLocalProv,2025-12-11 08:00:00,2,strike,business workers strike providence starbucks indefinitely golocalprov
Starbucks,news,The Daily Cardinal,2025-12-09 08:00:00,2,strike,no contract no coffee state street starbucks workers join national strike the daily cardinal
Starbucks,news,Atlanta Civic Circle,2025-12-17 22:22:14,2,"strike,union",union doings wrap up peak season starbucks strike keeps perking atlanta civic circle
Starbucks,news,Bring Me The News,2025-12-18 15:31:43,1,union,two more twin cities area starbucks vote to unionize bring me the news
Starbucks,news,Los Angeles Times,2025-11-25 08:00:00,1,union,unionized starbucks baristas bring red cup rebellion to ceo s newport beach office los angeles times
Starbucks,news,InDepthNH.org,2025-12-04 08:00:00,2,strike,starbucks barista strike reaches new hampshire indepthnh org
Starbucks,news,The Diamondback,2025-12-11 08:00:00,2,"strike,working conditions",college park starbucks baristas strike for new contract better working conditions the diamondback
Starbucks,news,ntdaily.com,2025-12-05 08:00:00,2,"strike,union",a union is a democracy in the workplace starbucks union workers continue longest strike against alleged unfair labor practices ntdaily com
Starbucks,news,Oregon Public Broadcasting - OPB,2025-11-13 08:00:00,2,strike,starbucks workers in oregon communities join store us strike on company s busy red cup day oregon public broadcasting opb
Starbucks,news,KCRG,2025-12-04 08:00:00,2,strike,iowa starbucks workers join national strike kcrg
Starbucks,news,KCCI,2025-12-05 08:00:00,2,strike,des moines starbucks workers strike for better staffing and wages kcci
Starbucks,news,Willamette Week,2025-12-13 08:00:00,2,strike,starbucks workers rally one month into strike willamette week
Starbucks,news,News and Sentinel,2025-11-29 08:00:00,1,union,picture this protesters express solidarity with unionizing starbucks employees news and sentinel
Starbucks,news,Atlanta Civic Circle,2025-12-09 08:00:00,2,strike,one month into starbucks strike community support buoys atlanta baristas atlanta civic circle
Starbucks,news,Worcester Telegram,2025-12-04 08:00:00,2,strike,workers strike at starbucks on east central street in worcester worcester telegram
Starbucks,news,Iowa City Press-Citizen,2025-12-05 08:00:00,2,strike,iowa city starbucks workers brave the cold to join national strike iowa city press citizen
Starbucks,news,local21news.com,2025-12-15 14:45:48,2,strike,watch starbucks baristas strike again outside york distribution center local news com
Starbucks,news,KOMO,2025-11-16 08:00:00,2,strike,starbucks workers nationwide strike temporarily closes seattle store komo
Starbucks,news,Benzinga,2025-12-22 13:45:49,2,"strike,union",starbucks workers union occupy seattle hq in escalating strike until new proposals are brought benzinga
Starbucks,news,NEWS10 ABC,2025-12-15 19:59:18,2,"strike,union",kingston baristas strike outside union starbucks news abc
Starbucks,news,BBC,2025-11-13 08:00:00,2,"strike,union",starbucks union workers go on strike on busy red cup day bbc
Starbucks,news,San Antonio Express-News,2025-12-05 08:00:00,2,strike,no contract no coffee local starbucks baristas strike for better pay hours san antonio express news
Starbucks,news,WMTV 15 NEWS,2025-11-28 08:00:00,2,"strike,union",madison baristas join in on store starbucks union strike wmtv news
Starbucks,news,The Coloradoan,2025-12-04 08:00:00,2,strike,some fort collins baristas join nationwide starbucks strike the coloradoan
Starbucks,news,IndyStar,2025-12-11 08:00:00,2,strike,mass ave starbucks closed for days as nationwide strike continues indystar
Starbucks,news,USA Today,2025-11-18 08:00:00,2,"strike,union",are starbucks workers still on strike union says company has made no contact usa today
Starbucks,news,Iowa Capital Dispatch,2025-10-28 07:00:00,2,"strike,union",unionized starbucks workers rally in des moines ahead of potential national strike iowa capital dispatch
Starbucks,news,Sprudge,2025-11-20 08:00:00,2,strike,over starbucks workers nationwide are on an open ended strike sprudge
Starbucks,news,WBAL-TV,2025-11-28 08:00:00,2,"strike,union",starbucks baristas strike as more stores poised to unionize wbal tv
Starbucks,news,"New York City Central Labor Council, AFL-CIO",2025-11-14 08:00:00,2,"strike,union",union starbucks baristas launch unfair labor practice strike in cities nationwide new york city central labor council afl cio
Starbucks,news,WMUR,2025-12-04 08:00:00,2,strike,starbucks workers in stratham epping and seabrook join nationwide strike wmur
Starbucks,news,USA Today,2025-11-06 08:00:00,2,"strike,union",starbucks union says it plans to strike on red cup day if contract not reached usa today
Starbucks,news,USA Today,2025-12-02 08:00:00,2,strike,starbucks strike enters week can you still get a peppermint mocha usa today
Starbucks,news,kdvr.com,2025-12-11 08:00:00,2,"strike,union",some union starbucks baristas in denver join strike here s what to know kdvr com
Starbucks,news,Evanston Now,2025-11-13 08:00:00,2,strike,starbucks workers go on strike evanston now
Starbucks,news,Times Union,2025-11-20 08:00:00,2,"strike,union",albany baristas join national starbucks strike times union
Starbucks,news,The Daily Northwestern,2025-11-14 08:00:00,1,union,starbucks workers union rallies in evanston to finalize contract on company s biggest day of the year the daily northwestern
Starbucks,news,The Des Moines Register,2025-10-28 07:00:00,1,union,unionized baristas at starbucks on merle hay road protest in support of a contract the des moines register
Starbucks,news,dailyuw.com,2025-11-19 08:00:00,2,strike,ave starbucks employees picket in part of nationwide strike dailyuw com
Starbucks,news,USA Today,2025-11-14 08:00:00,2,"strike,union",starbucks union says it expects largest longest strike in company history usa today
Starbucks,news,WBUR,2025-11-24 08:00:00,2,strike,starbucks baristas strike at nearly locations here now wbur
Starbucks,news,Action News 5,2025-11-30 08:00:00,2,strike,starbucks workers strike outside memphis store on poplar avenue action news
Starbucks,news,king5.com,2025-11-13 08:00:00,2,strike,starbucks workers picket on red cup day as nationwide strike disrupts seattle locations king com
Starbucks,news,Al Jazeera,2025-12-05 08:00:00,1,union,starbucks union workers face off as old tensions over wages spill over al jazeera
Starbucks,news,Starbucks Workers United,2025-12-18 21:32:27,2,"strike,union",red cup rebellion solidarity surges new union baristas join historic ulp strike amid holiday rush starbucks workers united
Starbucks,news,The Guardian,2025-12-02 08:00:00,2,"strike,union",we re not going anywhere how unionization whirlwind set stage for historic starbucks strike the guardian
Starbucks,news,CNN,2025-12-09 08:00:00,1,union,starbucks workers are still without a labor deal four years after their first union win here s why cnn
Starbucks,news,BBC,2025-12-09 08:00:00,1,union,starbucks workers and unions in countries to protest in support of us baristas bbc
Starbucks,news,king5.com,2025-12-19 04:20:00,2,strike,starbucks workers protest at seattle headquarters as strike expands king com
Starbucks,news,WHSV,2025-12-22 23:10:00,1,union,harrisonburg starbucks baristas vote to unionize join starbucks workers united whsv
Starbucks,news,Reno Gazette Journal,2025-12-20 01:27:00,2,strike,nevada starbucks store closes as barista strike extends for days reno gazette journal
Starbucks,news,WIS News 10,2025-12-18 13:35:00,1,union,columbia union starbucks baristas join red cup rebellion wis news
Starbucks,news,Bring Me The News,2025-12-18 15:31:43,1,union,two more twin cities area starbucks vote to unionize bring me the news
Starbucks,news,CNBC,2025-12-04 08:00:00,2,strike,starbucks workers united holds rally in nyc as strikes continue for a third week cnbc
Starbucks,news,Retail TouchPoints,2025-12-19 16:14:00,2,strike,starbucks baristas take strike to company s seattle hq as labor and political support expands retail touchpoints
Starbucks,news,Nation’s Restaurant News,2025-12-04 08:00:00,1,union,inside the growing divide between starbucks and its union nation s restaurant news
Starbucks,news,king5.com,2025-12-18 20:10:00,1,union,starbucks union workers rally in seattle king com
Starbucks,news,The Guardian,2025-11-19 08:00:00,2,strike,no contract no coffee what to know about the starbucks workers strike in us cities the guardian
Starbucks,news,BBC,2025-11-13 08:00:00,2,"strike,union",starbucks union workers go on strike on busy red cup day bbc
Starbucks,news,CNBC,2025-11-28 08:00:00,2,"strike,union",starbucks workers union escalates strike on black friday cnbc
Starbucks,news,Reuters,2025-12-11 08:00:00,2,"strike,union",starbucks workers union takes month long strike to more cities reuters
Starbucks,news,Labor Notes |,2025-12-05 08:00:00,2,strike,red cups raised in rebellion starbucks strike spreads labor notes
Starbucks,news,qz.com,2025-11-28 08:00:00,2,"strike,union",starbucks union ramps up strike targeting black friday sales qz com
Starbucks,news,CNBC,2025-11-10 08:00:00,1,union,more than lawmakers push starbucks to resume union negotiations cnbc
Starbucks,news,Reuters,2025-11-28 08:00:00,2,"strike,union",starbucks workers union expands strike to more stores on black friday reuters
Starbucks,news,TipRanks,2025-12-22 17:33:01,2,"strike,union,union busting",historic union busting starbucks stock nasdaq sbux slips as strikes gain ground draw congress reps tipranks
Starbucks,news,PBS,2025-12-02 08:00:00,2,strike,starbucks to pay m to nyc workers in settlement as ongoing strike draws mamdani and sanders to picket line pbs
Starbucks,news,Chambana Today,2025-12-18 17:01:47,2,strike,urbana starbucks baristas join nationwide unfair labor practice strike chambana today
