company,source_type,source_name,publish_date,risk_label,trigger_terms,clean_text
Starbucks,news,People's World,2025-12-19 14:24:18,2,strike,hollywood labor adds star power to the starbucks workers strike people s world
Starbucks,news,Times Union,2025-12-15 22:50:20,2,"strike,union",ulster baristas rally for contract amid national starbucks strike times union
Starbucks,news,WJAR,2025-12-21 02:08:50,1,union,state representative joins starbucks union workers on picket line wjar
Starbucks,news,The Saline Courier,2025-12-22 14:50:00,2,strike,benton starbucks strike spreads to little rock store as workers cite pay hours concerns the saline courier
Starbucks,news,Starbucks Workers United,2025-11-20 08:00:00,2,"strike,union",union starbucks baristas unfair labor practice strike grows as workers in new cities join historic action starbucks workers united
Starbucks,news,ntdaily.com,2025-12-05 08:00:00,2,"strike,union",a union is a democracy in the workplace starbucks union workers continue longest strike against alleged unfair labor practices ntdaily com
Starbucks,news,Al Jazeera,2025-11-13 08:00:00,2,"strike,union",unionised starbucks workers begin open ended us strike al jazeera
Starbucks,news,AP News,2025-11-20 08:00:00,2,"strike,union",starbucks union says more us stores are joining week old strike ap news
Starbucks,news,BBC,2025-11-12 08:00:00,2,strike,starbucks staff strikes could undermine its turnaround plans bbc
Starbucks,news,Starbucks Workers United,2025-11-13 17:03:53,2,strike,our strike starbucks workers united
Starbucks,news,fox40.com,2025-12-05 08:00:00,2,"strike,union",starbucks union strike reaches days longest in company s history fox com
Starbucks,news,The Guardian,2025-09-07 07:00:00,1,union,a year under ceo niccol starbucks workers long fight for a union contract the guardian
Starbucks,news,facebook.com,2025-12-21 16:14:04,2,"strike,union,union busting",starbucks baristas are now days into a national ulp strike and still standing strong this fight is about ending union busting and securing a fair contract and workers are ready to keep going until that happens we re with you sending solidarity to the striki facebook com
Starbucks,news,CNBC,2025-11-05 08:00:00,2,"strike,union",starbucks union authorizes open ended strike as busy holiday season begins cnbc
Starbucks,news,The Seattle Times,2025-12-01 08:00:00,2,"strike,union",starbucks union says strike is longest in company history the seattle times
Starbucks,news,Starbucks Workers United,2025-11-05 20:29:12,2,"strike,union",with yes vote union starbucks baristas overwhelmingly authorize ulp strike starbucks workers united
Starbucks,news,The Guardian,2025-10-31 07:00:00,2,strike,starbucks workers hold strike vote amid anger over pay and conditions the guardian
Starbucks,news,WMTV 15 NEWS,2025-11-28 08:00:00,2,"strike,union",madison baristas join in on store starbucks union strike wmtv news
Starbucks,news,Benzinga,2025-12-22 13:45:49,2,"strike,union",starbucks workers union occupy seattle hq in escalating strike until new proposals are brought benzinga
Starbucks,news,CNBC,2025-11-13 08:00:00,2,"strike,union",starbucks workers union launches strike in more than cities on chain s key holiday sales day cnbc
Starbucks,news,The Courier-Journal,2025-12-05 08:00:00,1,union,union baristas picket in louisville for new starbucks contract the courier journal
Starbucks,news,In These Times,2025-11-15 08:00:00,2,strike,facing unprecedented labor violations starbucks workers overwhelmingly agree to strike indefinitely in these times
Starbucks,news,CNBC,2025-11-20 08:00:00,2,strike,starbucks workers united escalates strike during busy holiday season cnbc
Starbucks,news,Post and Courier,2025-12-18 18:45:00,2,"strike,union",columbia starbucks workers join nationwide strike as union coffee chain fight over contract post and courier
Starbucks,news,CNBC,2025-10-23 07:00:00,2,strike,starbucks workers united set to vote on strike authorization cnbc
Starbucks,news,Reuters,2025-11-13 08:00:00,1,union,tracking starbucks battles with workers union reuters
Starbucks,news,Center for American Progress,2025-10-28 07:00:00,1,union,the fight to unionize starbucks by the numbers center for american progress
Starbucks,news,"New York City Central Labor Council, AFL-CIO",2025-11-14 08:00:00,2,"strike,union",union starbucks baristas launch unfair labor practice strike in cities nationwide new york city central labor council afl cio
Starbucks,news,Starbucks Workers United,2025-11-17 08:00:00,2,"strike,union",union baristas are on strike over starbucks record breaking labor law violations starbucks workers united
Starbucks,news,NPR for Oregonians,2025-10-03 07:00:00,1,union,starbucks union workers in eugene picket for a fair contract and livable wages npr for oregonians
Starbucks,news,USW Canada,2025-07-04 07:00:00,1,union,starbucks baristas in burnaby join union for respect and authenticity at work usw canada
Starbucks,news,NEWS10 ABC,2025-12-15 19:59:18,2,"strike,union",kingston baristas strike outside union starbucks news abc
Starbucks,news,Channel 3000,2025-11-28 08:00:00,2,"strike,union",madison fitchburg starbucks baristas joining major union strike on black friday channel
Starbucks,news,Ragan Communications,2025-11-14 08:00:00,1,union,starbucks and workers union spar in statements paramount tells employees the minute details of rto process ragan communications
Starbucks,news,CBS News,2025-11-13 08:00:00,2,"strike,union",starbucks unionized workers go on strike demanding labor contract cbs news
Starbucks,news,CBC,2025-11-14 08:00:00,2,strike,some starbucks workers in the u s are on strike here s why cbc
Starbucks,news,kdvr.com,2025-12-11 08:00:00,2,"strike,union",some union starbucks baristas in denver join strike here s what to know kdvr com
Starbucks,news,CBS News,2025-11-05 08:00:00,2,"strike,union",starbucks unionized workers say they ll strike on nov if coffee giant doesn t finalize contract cbs news
Starbucks,news,Jacobin,2025-11-19 08:00:00,2,strike,starbucks workers strike against foot dragging in bargaining jacobin
Starbucks,news,USA Today,2025-11-14 08:00:00,2,"strike,union",starbucks union says it expects largest longest strike in company history usa today
Starbucks,news,National Right to Work Legal Defense Foundation,2025-09-12 07:00:00,1,union,ny starbucks barista asks federal labor board to restore employees right to vote out sbwu union officials national right to work legal defense foundation
Starbucks,news,In These Times,2025-09-15 07:00:00,2,strike,starbucks is on the ropes says sbwu president lynne fox who is eyeing a strike in these times
Starbucks,news,WBAL-TV,2025-11-28 08:00:00,2,"strike,union",starbucks baristas strike as more stores poised to unionize wbal tv
Starbucks,news,Nation’s Restaurant News,2025-10-01 07:00:00,1,union,starbucks union wins negotiations after store closures nation s restaurant news
Starbucks,news,AP News,2025-11-05 08:00:00,2,"strike,union",starbucks union workers plan strike next week unless company agrees to a contract ap news
Starbucks,news,Starbucks Workers United,2025-10-17 00:27:34,1,union,starbucks investors call on company to restart negotiations with union baristas starbucks workers united
Starbucks,news,Reuters,2025-11-13 08:00:00,1,union,starbucks union baristas walk out on red cup day in push for contract talks reuters
Starbucks,news,The Des Moines Register,2025-10-29 07:00:00,1,union,despite rain merle hay starbucks union pickets for contract with company the des moines register
Starbucks,news,Reuters,2025-11-10 08:00:00,1,union,us lawmakers urge starbucks ceo to restart union talks reuters
Starbucks,news,Chicago Sun-Times,2025-11-06 08:00:00,2,"strike,union",starbucks union workers planning strike unless company agrees to a contract chicago sun times
Starbucks,news,Jacobin,2025-11-15 08:00:00,2,"strike,union",unionized starbucks workers are on strike across the us jacobin
Starbucks,news,Rabble.ca,2025-12-02 08:00:00,1,union,want a union with that latte starbucks workers are organizing rabble ca
Starbucks,news,Reuters,2025-11-05 08:00:00,2,"strike,union",starbucks workers union vote to authorize strike amid stalled talks reuters
Starbucks,news,The Seattle Times,2025-11-05 08:00:00,2,"strike,union",starbucks union authorizes a strike on red cup day next week the seattle times
Starbucks,news,Oregon Public Broadcasting - OPB,2025-11-13 08:00:00,2,strike,starbucks workers in oregon communities join store us strike on company s busy red cup day oregon public broadcasting opb
Starbucks,news,Unite the Union,2025-07-30 07:00:00,2,"union,union busting",unite hits out at union busting firm supplying coffee chain starbucks unite the union
Starbucks,news,Los Angeles Times,2025-11-13 08:00:00,2,"strike,union",starbucks union launches red cup day strike at dozens of stores including in california los angeles times
Starbucks,news,KOMU 8,2025-09-04 07:00:00,1,union,second starbucks in columbia votes to form labor union komu
Starbucks,news,The Des Moines Register,2025-12-04 08:00:00,2,"strike,union",unionized starbucks baristas in iowa join national strike the des moines register
Starbucks,news,CBS News,2025-12-06 08:00:00,1,union,starbucks workers say coffee chain is refusing to finalize their union contract cbs news
Starbucks,news,Labor Notes |,2025-08-13 07:00:00,1,union,salts and peppers build a union at starbucks labor notes
Starbucks,news,ABC7 New York,2025-12-01 08:00:00,2,lawsuit,nyc announces m settlement with starbucks baristas in worker protection lawsuit abc new york
Starbucks,news,Fortune,2025-03-06 08:00:00,2,layoff,starbucks layoffs weren t about cutting costs ceo tells remaining workers we re not effective fortune
Starbucks,news,Los Angeles Times,2025-10-20 07:00:00,1,union,unionized baristas want olympics to drop starbucks as its official coffee partner los angeles times
Starbucks,news,In These Times,2025-11-13 08:00:00,2,strike,starbucks workers have launched a nationwide strike and consumer boycott of the coffee chain in these times
Starbucks,news,Trinitonian,2025-04-18 07:00:00,2,strike,starbucks baristas strike amid venti sized problems trinitonian
Starbucks,news,Orlando Weekly,2025-05-12 07:00:00,2,strike,starbucks workers near orlando walk off the job in one day strike orlando weekly
Starbucks,news,AOL.com,2025-10-20 07:00:00,1,union,unionized baristas want olympics to drop starbucks as its official coffee partner aol com
Starbucks,news,thestreet.com,2025-03-08 08:00:00,2,layoff,starbucks ceo has a tough message for employees after layoffs thestreet com
Starbucks,news,HRMorning,2025-02-17 08:00:00,2,lawsuit,new lawsuit tests starbucks dei policy big issues to watch hrmorning
Starbucks,news,CBC,2025-02-14 08:00:00,1,union,b c labour relations board finds starbucks made threats against pro union employee cbc
Starbucks,news,Bloomberg.com,2025-01-09 08:00:00,1,union,starbucks union files federal complaints signaling renewed hostilities bloomberg com
Starbucks,news,thestreet.com,2025-03-20 07:00:00,2,layoff,starbucks ceo mounts pressure on employees after layoffs thestreet com
Starbucks,news,CNBC,2023-11-16 08:00:00,2,"strike,union",starbucks workers file more labor complaints with nyc as union goes on largest ever strike cnbc
Starbucks,news,Economic Policy Institute,2025-01-28 08:00:00,2,"union,union busting",corporate union busting in plain sight economic policy institute
Starbucks,news,Al Jazeera,2024-12-20 08:00:00,2,"strike,union",starbucks workers union goes on strike in us cities al jazeera
Starbucks,news,USW Canada,2023-11-15 08:00:00,1,union,vancouver starbucks barista fired for union support usw canada
Starbucks,news,The Seattle Times,2022-03-15 07:00:00,1,union,starbucks retaliated against pro union staff nlrb alleges the seattle times
Starbucks,news,HR Grapevine,2023-12-15 08:00:00,1,union,starbucks survives union complaint admits need for progress and faces fresh allegation all on same day talent hr grapevine
Starbucks,news,The Augusta Chronicle,2022-12-15 08:00:00,1,union,effort to reinstate fired augusta starbucks worker trying to unionize to go before judge the augusta chronicle
Starbucks,news,Global News,2023-11-21 08:00:00,1,union,vancouver starbucks employee says she was fired after helping workers unionize global news
Starbucks,news,Courthouse News,2023-10-18 07:00:00,1,union,starbucks sues employee unions over pro palestine social media posts courthouse news
Starbucks,news,Business Insider,2023-03-29 07:00:00,1,union,starbucks is probably the best first job in america former ceo says as congress probes the chain s treatment of unions business insider
Starbucks,news,PBS,2022-08-25 07:00:00,1,union,labor board files complaint against starbucks for withholding raises from unionized stores pbs
Starbucks,news,The Guardian,2022-10-16 07:00:00,1,union,more workers say starbucks retaliated for union efforts i lost everything when they fired me the guardian
Starbucks,news,PBS,2023-03-29 07:00:00,1,union,why scrutiny of starbucks alleged union violations is boiling over now pbs
Starbucks,news,ABC News,2023-06-16 07:00:00,2,lawsuit,starbucks discrimination lawsuit awarded white employee million legal experts weigh in abc news
Starbucks,news,CNN,2023-09-29 07:00:00,1,union,judge starbucks violated federal labor law by withholding pay hikes from unionized workers cnn
Starbucks,news,The New York Times,2021-10-18 07:00:00,1,union,starbucks faces rare union challenge as buffalo workers seek vote published the new york times
Starbucks,news,NPR,2022-10-02 07:00:00,1,union,starbucks workers have unionized at record speed many fear retaliation now npr
Starbucks,news,Restaurant Dive,2022-05-12 07:00:00,1,union,why the nlrb s starbucks complaint may only be symbolic union win restaurant dive
Starbucks,news,CBS News,2023-11-16 08:00:00,2,strike,starbucks workers stage strike on coffee chain s red cup day cbs news
Starbucks,news,HR Grapevine,2024-05-31 07:00:00,1,union,cautiously optimistic starbucks resumes bargaining as wave of unionized stores demand better pay staffing safety hr grapevine
Starbucks,news,Business Insider,2022-04-17 07:00:00,1,union,starbucks employees detail pattern of corporate retaliation for their unionization efforts in arizona business insider
Starbucks,news,Knoxville News Sentinel,2023-01-13 08:00:00,2,"labor dispute,union",judge will sort out labor dispute at unionized knoxville starbucks knoxville news sentinel
Starbucks,news,WRAL,2024-02-22 08:00:00,1,union,starbucks employees in durham report problems after decision to unionize wral
Starbucks,news,prnewsonline.com,2022-05-17 07:00:00,1,union,starbucks labor controversy sparks discussion about unionizing and company reputation prnewsonline com
Starbucks,news,The Washington Post,2022-05-11 07:00:00,1,union,nlrb presses starbucks to reinstate fired workers tied to union drive the washington post
Starbucks,news,The New York Times,2024-01-05 08:00:00,1,union,starbucks faces new pressure over union campaign published the new york times
Starbucks,news,99.9 KTDY,2022-08-04 07:00:00,1,union,lafayette starbucks employees announce plans to unionize ktdy
Starbucks,news,Sacramento Bee,2023-12-15 08:00:00,2,"union,union busting",starbucks closed more than stores in union busting move feds say what to know sacramento bee
Starbucks,news,NBC News,2022-11-04 07:00:00,1,union,worker complaints alleging anti union shutdowns surge nbc news
Starbucks,news,New York Post,2023-05-22 07:00:00,1,union,starbucks union organizer testified before congress without disclosing she was paid nearly k new york post
Starbucks,news,Bergen Record,2022-07-12 07:00:00,1,union,montclair starbucks workers to vote on joining union understaffing a key concern bergen record
Meta,wikipedia,,,2,"class action,lawsuit",on may regulators fromwall street sfinancial industry regulatory authorityannounced that they had begun to investigate whether banks underwriting facebook had improperly shared information only with select clients rather than the general public massachusettssecretary of statewilliam f galvinsubpoenaedmorgan stanleyover the same issue the allegations sparked fury among some investors and led to the immediate filing of several lawsuits one of them aclass actionsuit claiming more than billion in losses due to the ipo bloombergestimated thatretail investorsmay have lost approximately million on facebook stock since its debut s p global ratingsadded facebook to itss p index on december
Meta,wikipedia,,,2,layoff,in november meta laid off employees of its workforce zuckerberg said the decision to aggressively increase meta s investments had been a mistake as he had wrongly predicted that the surge in e commerce would last beyond the covid pandemic he also attributed the decline to increased competition a global economic downturn and ads signal loss plans to lay off a further employees began in april the layoffs were part of a general downturn in the technology industry alongside layoffs by companies includinggoogle amazon tesla snap twitterandlyft
Meta,wikipedia,,,2,layoff,in march meta announced a new round of layoffs that would cut employees and close open positions to make the company more efficient meta revenue surpassed analyst expectations for the first quarter of after announcing that it was increasing its focus on ai on july meta launched a new app threads a competitor to twitter
Meta,wikipedia,,,2,lawsuit,in january meta announced plans to roll back itsdiversity equity and inclusion dei initiatives citing shifts in the legal and policy landscape in the united states followingthe presidential election the decision followed reports that ceo mark zuckerberg sought to align the company more closely with theincoming trump administration including changes to content moderation policies and executive leadership the new content moderation policies continued to bar insults about a person s intellect or mental illness but made an exception to allow callinglgbtqpeople mentally ill because they are gay ortransgender later that month meta agreed to pay million to settle a lawsuit brought bydonald trumpfor suspending his social media accounts after thejanuary riots changes to meta s moderation policies were controversial among its oversight board with a significant divide in opinion between the board s us conservatives and its global members
Meta,wikipedia,,,2,"layoff,mass layoff",in october it was announced that meta would be laying off employees in the artificial intelligence unit to perform better and simpler they referred to their ai unit as bloated and are seeking to trim down the department this mass layoff is going to impact meta s ai infrastructure units fundamental artificial intelligence research unit fair and other product related positions
Meta,wikipedia,,,2,lawsuit,numerous lawsuits have been filed against the company both when it was known as facebook inc and as meta platforms
Meta,wikipedia,,,2,lawsuit,on december the u s federal trade commissionand states excluding alabama georgia south carolina and south dakota thedistrict of columbiaand the territory ofguam launchedfederal trade commission v facebookas an antitrust lawsuit against facebook the lawsuit concerns facebook s acquisition of two competitors instagramandwhatsapp and the ensuing monopolistic situation ftc alleges that facebook holds monopolistic power in the u s social networking market and seeks to force the company to divest from instagram and whatsapp to break up the conglomerate william kovacic a former chairman of the federal trade commission argued the case will be difficult to win as it would require the government to create a counterfactual argument of an internet where the facebook whatsapp instagram entity did not exist and prove that harmed competition or consumers in november it was ruled that meta did not violate antitrust laws and holds no monopoly in the market
Meta,wikipedia,,,2,"lawsuit,working conditions",in may a lawsuit was filed in kenya against meta and its local outsourcing companysama allegedly meta has poor working conditions in kenya forworkers moderatingfacebook posts according to the lawsuit screeners were declared redundant with confusing reasoning the lawsuit seeks financial compensation and an order that outsourced moderators be given the same health benefits and pay scale as meta employees
Meta,wikipedia,,,2,lawsuit,in june lawsuits were filed across the u s over the allege that excessive exposure to platforms including facebook and instagram has led to attempted or actual suicides eating disorders and sleeplessness among other issues the litigation follows a former facebook employee s testimony in congress that the company refused to take responsibility the company noted that tools have been developed for parents to keep track of their children s activity on instagram and set time limits in addition to meta s take a break reminders in addition the company is providing resources specific to eating disorders as well as developing ai to prevent children under the age of signing up for facebook or instagram
Meta,wikipedia,,,2,lawsuit,in june meta settled a lawsuit with theus department of justice the lawsuit which was filed in alleged that the company enabled housing discrimination through targeted advertising as it allowed homeowners and landlords to run housing ads excluding people based on sex race religion and other characteristics the u s department of justice stated that this was in violation of thefair housing act meta was handed a penalty of and given until december to shadow the algorithm tool
Meta,wikipedia,,,1,union,in january meta was fined million for violations of the european uniongeneral data protection regulation
Meta,wikipedia,,,1,union,in may theeuropean data protection boardfined meta a record billion for breaching european union data privacy laws by transferring personal data of facebook users to servers in the u s
Meta,wikipedia,,,2,lawsuit,in july meta agreed to pay the state oftexasus billionto settle a lawsuit brought by texas attorney generalken paxtonaccusing the company of collecting users biometricdata without consent setting a record for the largest privacy related settlement ever obtained by a state attorney general
Meta,wikipedia,,,2,lawsuit,in october meta platforms faced lawsuits in japan from plaintiffs who claimed they were defrauded by fake investment ads on facebook and instagram featuring false celebrity endorsements the plaintiffs are seeking approximately million in damages
Meta,wikipedia,,,2,lawsuit,in april thekenyan high courtruled that aus billionlawsuit in which three plaintiffs claim that facebook inflamed civil violence inethiopiain could proceed
Meta,wikipedia,,,2,lawsuit,in the company ureputation which had been involved in several cases concerning the management of digital armies clarification needed filed a lawsuit against facebook accusing it of unlawfully transmitting personal data to third parties legal actions were initiated in tunisia france and the united states in the united states district court for the northern district of georgia approved a discovery procedure allowing ureputation to access documents and evidence held by meta
Meta,wikipedia,,,1,union,facebook co founder chris hughes has stated that chief executive officer mark zuckerberg has too much power that the company is now a monopoly and that as a result it should be split into multiple smaller companies in anop edinthe new york times hughes said he was concerned that zuckerberg had surrounded himself with a team that did not challenge him and that it is the u s government s job to hold him accountable and curb his unchecked power he also said that mark s power is unprecedented and un american several u s politicians agreed with hughes european unioncommissioner for competitionmargrethe vestager stated that splitting facebook should be done only as a remedy of the very last resort and that it would not solve facebook s underlying problems
Starbucks,wikipedia,,,2,layoff,in july during thegreat recession starbucks announced it was closing underperforming company owned stores and cutting u s expansion plans amid growing economic uncertainty on july starbucks also cut almost non retail jobs as part of its bid to re energize the brand and boost its profit of the new cuts of the positions were layoffs and the rest were unfilled jobs
Starbucks,wikipedia,,,1,union,three of the company s stores inbuffalo new yorkbegan an attempt to unionize in august usingtwitter the workers announced they had formed an organizing committee starbucks workers united to form a union affiliated withworkers united two more stores joined the effort in september however these petitions were later withdrawn to ensure a speedy process for the original three locations during the union drive the company sent other managers and executives including its north america retail president to buffalo to engage with employees about operational issues and participate in their work employees were forced to attendcaptive audience meetingsthat contained anti union messages starbucks temporarily closed some area stores for remodeling and added excessive staff to one of the stores preparing to vote workers said this reduced union support there while starbucks said the support was meant to compensate for increased sick leave during the pandemic as it had done elsewhere in the country on november workers united filed three more petitions for elections to represent workers at additional buffalo area stores on november thenational labor relations boardmailed out votes for the elections at the original three locations votes for the original three stores were counted on december days before the vote count the nlrb rejected arguments by starbucks to halt the election
Starbucks,wikipedia,,,1,union,inspired by their colleagues in buffalo workers at a starbucks store in mesa arizona petitioned the nlrb for a union election on november to be represented by workers united the organizing at the mesa location stemmed from in part a well liked manager being terminated after whistle blowing on starbucks anti union plan
Starbucks,wikipedia,,,2,"union,union busting",starbucks temporarily closed two stores participating in the union drive in october for renovations the company claimed these closures were unrelated to the unionization efforts starbucks began working withlittler mendelson a self described union busting firm in october starbucks requested that the national labor relations board include all buffalo starbucks locations in the union vote however the nlrb rejected this argument and declared store by store elections finally on december the workers at the elmwood avenue store became the first unionized starbucks workers at a starbucks owned location in the united states with a vote the camp road location voted not to be in the union starbucks does have unionized locations in other countries
Starbucks,wikipedia,,,1,union,on december workers at two boston area locations petitioned the nlrb for union elections to be unionize with workers united the workers cited the win in buffalo as inspiration for organizing workers in at least one location had most cards signed within a day
Starbucks,wikipedia,,,1,union,in february starbucks fired seven workers inmemphiswho had led the unionization effort and temporarily closed the store
Starbucks,wikipedia,,,1,union,in august the national labor relations board accused the company of illegally discriminating against unionized workers by refusing them wage and benefit increases and requesting restitution it also asked that the ceo at the time howard schultz or a board official read a notice about this purportedly unlawful move
Starbucks,wikipedia,,,2,strike,on november starbucks annual red cup day and one of the busiest days for employees over locations had employees go on strike the workers were seeking higher staffing levels better wages and consistent schedules
Starbucks,wikipedia,,,1,union,most unionization efforts are made through sbwu starbucks workers united there are over american locations but since the first unionized location in new york in less than have voted to unionize sbwu and starbucks have yet to successfully negotiate a contract starbucks claims in a letter and on its website that the workers united has delayed bargaining has illegally broadcast bargaining sessions refused to meet in person and that starbucks has reported more than unfair labor practice charges to the nlrb national labor relations board by march the nlrb found no merit in starbucks s complaints and instead ruled that it was starbucks who refused to bargain
Starbucks,wikipedia,,,2,"strike,union",on june starbucks workers at unionized stores went on strike over the company s stance on in storelgbt pridedecorations
Starbucks,wikipedia,,,1,union,as of february update starbucks had locations open across countries with of the locations operating in the u s and china and the rest operating elsewhere in february the chain unveiled a new store design aimed at improvingaccessibility the first location to use this design is thewashington d c union marketstore the company plans for all future company owned stores to adopt a similar design
Starbucks,wikipedia,,,2,termination,starbucks andkraft foodsentered into a partnership in to sell starbucks products in the mondelez grocery stores owned by the latter starbucks claimed that kraft did not sufficiently promote its products and offered kraft us million to terminate the agreement however kraft declined the offer but starbucks proceeded with the termination anyway starbucks wanted to terminate the agreement because at the time single coffee packs were beginning to become popular in their agreement starbucks was confined to selling packs that only worked in kraft s tassimo machines starbucks did not want to fall behind in the market opportunities fork cups in mid november an arbitrator ordered starbucks to pay a fine of us billion tomondelez international acorporate spin offof kraft for its premature unilateral termination of the agreement
Starbucks,wikipedia,,,2,lawsuit,starbucks has been accused of racial bias and discrimination on several occasions in starbucks settled a lawsuit after two employees were dismissed because of their race age and sex a black woman filed a suit after her direct supervisor a regional vice president said he would like to call her toby a slave name which was given to africankunta kintein the tv miniseriesroots her co worker spoke on her behalf after which she was fired in a former african american starbucks engineer sued the company for discrimination after his supervisor failed to address racist bullying he was experiencing at the workplace instead giving him extra work due to his complaining starbucks settled the suit in theequal employment opportunity commissionhas raised allegations against starbucks for racial bias in its promotions allegedly based on workforce data from to that showed that minority retail partners in the united states received fewer promotions than statistically expected
Starbucks,wikipedia,,,1,union,in over a period of a few months starbucks terminated more than workers in the u s who had been involved in organizing worker unions against unfair labor practices the workers had also accused starbucks of creating a culture of fear and surveillance in the store
Starbucks,wikipedia,,,1,union,in november the chain announced it would close a location in seattle that was the first to unionize it said the closure was due to safety concerns
Starbucks,wikipedia,,,2,"strike,union,union busting,working conditions",on december workers at over stores across the u s undertook a three day strike in response to alleged union busting and to demand better working conditions
Starbucks,wikipedia,,,2,strike,in june starbucks attracted controversy for allegedly not allowing workers at some locations in states to put up pride month decorations it came during an ongoing public furor over the direction of lgbtq rights in the us with other major corporations liketargetandab inbev which manufacturesbud light also receiving heightened criticism and scrutiny a strike at some stores was announced as a result
Starbucks,wikipedia,,,1,union,in late starbucksfaced boycottsfollowing the company s decision to sue thestarbucks workers united swu union for making a social media post stating solidarity withpalestine shortly after the october hamas ledattackonisrael starbucks alleged that the post harmed its reputation and sued for trademark infringement for the use of the starbucks name and a related logo the swu made a filing in response requesting the continued use of the name and logo and alleging defamation from starbucks that it endorsed violence or terrorism according to swu president lynne fox the post was written by a single person shortly deleted and not authorized by other members of the swu ceolaxman narasimhanwrote a year ending letter addressed to employees writing our stance is clear we stand for humanity
Starbucks,wikipedia,,,2,"strike,walkout,working conditions",on red cup day starbucks provides reusable cups to customers who buy holiday themed beverages on red cup day starbucks employees organized a walkout at p m local time in over a dozen u s cities as part of a strike known as the red cup riot involving approximately baristas this phase of the strike includes participation from more than locations across over cities the baristas are advocating for enhanced wages better working conditions and reliable and adequate hours
